สาขา,เลขที่เอกสาร,รหัสสินค้า,รายการขาย,ยอดรวม,ส่วนลดรายการ,ยอดสุทธิ,ส่วนลดโปรโมชั่น,ส่วนลดบัตรกำนัล,ส่วนลดท้ายบิล,ยอดบิลสุทธิ
001 / สนามบินดอนเมือง,ABB-001-2602/00624,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00625,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00626,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00627,1. BEV004,Pepsi Max (Can) 325ml.(หน่วย),30,0,30,4.5,0,0,26
001 / สนามบินดอนเมือง,ABB-001-2602/00628,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),30,0,30,0,0,0,30
001 / สนามบินดอนเมือง,ABB-001-2602/00629,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00630,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,260
,,2. DES004,Dorayaki(หน่วย),50,0,50,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00631,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,200
,,2. DON001,Oyakodon(หน่วย),140,0,140,,,,
,,3. DES004,Dorayaki(หน่วย),50,0,50,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00632,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00633,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00634,1. DON004,Salmon Don(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00635,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00636,1. DON014,Negi Salmon Don(หน่วย),210,0,210,0,0,0,220
,,2. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00637,1. DON008,Tori Teriyaki Don(หน่วย),130,0,130,0,0,0,140
,,2. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00638,1. MINI002,Salmon Aburi Sushi 7 pcs.(หน่วย),230,0,230,0,0,0,450
,,2. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00639,1. MINI002,Salmon Aburi Sushi 7 pcs.(หน่วย),230,0,230,0,0,0,230
001 / สนามบินดอนเมือง,ABB-001-2602/00640,1. MINI007,Sushi Bento Veggie 1(หน่วย),175,0,175,0,0,0,214
,,2. DES002,Yuzu Daifuku(หน่วย),39,0,39,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00641,1. DON005,Aburi Salmon Don(หน่วย),220,0,220,33,0,0,187
001 / สนามบินดอนเมือง,ABB-001-2602/00642,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00643,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00644,1. DON001,Oyakodon(หน่วย),140,0,140,0,0,0,140
001 / สนามบินดอนเมือง,ABB-001-2602/00645,1. DON006,Saba Teriyaki Don(หน่วย),155,0,155,0,0,0,155
001 / สนามบินดอนเมือง,ABB-001-2602/00646,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00647,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00648,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00649,1. DON004,Salmon Don(หน่วย),210,0,210,31.5,0,0,179
001 / สนามบินดอนเมือง,ABB-001-2602/00650,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00651,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,40
,,2. BEV008,Sprite (Can) 325ml.(หน่วย),30,0,30,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00652,1. DON009,Unagi Don(หน่วย),385,0,385,0,0,0,595
,,2. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00653,1. BEV003,Pepsi (Can) 325ml.(หน่วย),30,0,30,0,0,0,30
001 / สนามบินดอนเมือง,ABB-001-2602/00654,1. DES001,Rare Cheese Daifuku(หน่วย),39,0,39,0,0,0,292
,,2. DES002,Yuzu Daifuku(หน่วย),39,0,39,,,,
,,3. DES003,Matcha Red Bean Daifuku(หน่วย),39,0,39,,,,
,,4. MINI007,Sushi Bento Veggie 1(หน่วย),175,0,175,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00655,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00656,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00657,1. MED007,Sushi Bento Mori Set(หน่วย),310,0,310,0,0,0,310
001 / สนามบินดอนเมือง,ABB-001-2602/00658,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00659,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00660,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00661,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00662,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),30,0,30,0,0,0,30
001 / สนามบินดอนเมือง,ABB-001-2602/00663,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00664,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),40,0,40,0,0,0,40
001 / สนามบินดอนเมือง,ABB-001-2602/00665,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00666,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00667,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00668,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),90,0,90,0,0,0,90
001 / สนามบินดอนเมือง,ABB-001-2602/00669,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00670,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00671,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00672,1. BEV002,Asahi Beer (Can) 330 ml.(หน่วย),180,0,180,0,0,0,180
001 / สนามบินดอนเมือง,ABB-001-2602/00673,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),30,0,30,0,0,0,30
001 / สนามบินดอนเมือง,ABB-001-2602/00674,1. DON005,Aburi Salmon Don(หน่วย),220,0,220,0,0,0,220
001 / สนามบินดอนเมือง,ABB-001-2602/00675,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00676,1. DON004,Salmon Don(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00677,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),30,0,30,0,0,0,30
001 / สนามบินดอนเมือง,ABB-001-2602/00678,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00679,1. MED008,Sushi Bento Super Maki Set M(หน่วย),240,0,240,0,0,0,240
001 / สนามบินดอนเมือง,ABB-001-2602/00680,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),30,0,30,0,0,0,30
001 / สนามบินดอนเมือง,ABB-001-2602/00681,1. MED003,Salmon Varity Set  M(หน่วย),385,0,385,0,0,0,385
001 / สนามบินดอนเมือง,ABB-001-2602/00682,1. DES001,Rare Cheese Daifuku(หน่วย),39,0,39,0,0,0,39
001 / สนามบินดอนเมือง,ABB-001-2602/00683,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,49
,,2. DES003,Matcha Red Bean Daifuku(หน่วย),39,0,39,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00684,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00685,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00686,1. DON004,Salmon Don(หน่วย),210,0,210,0,0,0,620
,,2. MINI004,Salmon Varity Set S(หน่วย),200,0,200,,,,
,,3. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00687,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00688,1. DES003,Matcha Red Bean Daifuku(หน่วย),39,0,39,7.8,0,0,70
,,2. DES002,Yuzu Daifuku(หน่วย),39,0,39,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00689,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00690,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00691,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00692,1. DON004,Salmon Don(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00693,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),90,0,90,0,0,0,90
001 / สนามบินดอนเมือง,ABB-001-2602/00694,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),90,0,90,0,0,0,90
001 / สนามบินดอนเมือง,ABB-001-2602/00695,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00696,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00697,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00698,1. DON011,Chirashi Don(หน่วย),310,0,310,0,0,0,310
001 / สนามบินดอนเมือง,ABB-001-2602/00699,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00700,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00701,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00702,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00703,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00704,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00705,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,40
,,2. BEV008,Sprite (Can) 325ml.(หน่วย),30,0,30,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00706,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00707,1. BEV008,Sprite (Can) 325ml.(หน่วย),30,0,30,0,0,0,70
,,2. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,,,,
,,3. BEV003,Pepsi (Can) 325ml.(หน่วย),30,0,30,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00708,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00709,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00710,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00711,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00712,1. MINI009,Sushi Bento Super Maki S(หน่วย),200,0,200,0,0,0,475
,,2. MINI005,Tuna Varity Set S(หน่วย),275,0,275,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00713,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00714,1. BEV006,ITOEN Unsweetened Green Tea (Bottle) 500 ml.(หน่วย),50,0,50,0,0,0,100
,,2. DES004,Dorayaki(หน่วย),50,0,50,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00715,1. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,0,0,0,220
001 / สนามบินดอนเมือง,ABB-001-2602/00716,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00717,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),180,0,180,0,0,0,180
001 / สนามบินดอนเมือง,ABB-001-2602/00718,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00719,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),40,0,40,0,0,0,40
001 / สนามบินดอนเมือง,ABB-001-2602/00720,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00721,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00722,1. DON014,Negi Salmon Don(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00723,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00724,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00725,1. DON004,Salmon Don(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00726,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00727,1. BEV006,ITOEN Unsweetened Green Tea (Bottle) 500 ml.(หน่วย),50,0,50,0,0,0,50
001 / สนามบินดอนเมือง,ABB-001-2602/00728,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00729,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00730,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00731,1. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,53,0,0,477
,,2. MED007,Sushi Bento Mori Set(หน่วย),310,0,310,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00732,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00733,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00734,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00735,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00736,1. DES001,Rare Cheese Daifuku(หน่วย),78,0,78,0,0,0,78
001 / สนามบินดอนเมือง,ABB-001-2602/00737,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00738,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),180,0,180,0,0,0,180
001 / สนามบินดอนเมือง,ABB-001-2602/00739,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),180,0,180,0,0,0,180
001 / สนามบินดอนเมือง,ABB-001-2602/00740,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),270,0,270,0,0,0,270
001 / สนามบินดอนเมือง,ABB-001-2602/00741,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,0,0,0,200
001 / สนามบินดอนเมือง,ABB-001-2602/00742,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00743,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),90,0,90,0,0,0,90
001 / สนามบินดอนเมือง,ABB-001-2602/00744,1. DON011,Chirashi Don(หน่วย),310,0,310,31,0,0,279
001 / สนามบินดอนเมือง,ABB-001-2602/00745,1. BEV003,Pepsi (Can) 325ml.(หน่วย),30,0,30,0,0,0,30
001 / สนามบินดอนเมือง,ABB-001-2602/00746,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00747,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00748,1. DON010,Buta Kimchi Don(หน่วย),145,0,145,0,0,0,145
001 / สนามบินดอนเมือง,ABB-001-2602/00749,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00750,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00751,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00752,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00753,1. BEV006,ITOEN Unsweetened Green Tea (Bottle) 500 ml.(หน่วย),50,0,50,0,0,0,50
001 / สนามบินดอนเมือง,ABB-001-2602/00754,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00755,1. DES001,Rare Cheese Daifuku(หน่วย),39,0,39,0,0,0,117
,,2. DES002,Yuzu Daifuku(หน่วย),39,0,39,,,,
,,3. DES003,Matcha Red Bean Daifuku(หน่วย),39,0,39,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00756,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00757,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00758,1. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,0,0,0,255
,,2. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00759,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00760,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00761,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00762,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00763,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00764,1. BEV003,Pepsi (Can) 325ml.(หน่วย),30,0,30,0,0,0,30
001 / สนามบินดอนเมือง,ABB-001-2602/00765,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00766,1. DON005,Aburi Salmon Don(หน่วย),220,0,220,0,0,0,498
,,2. MINI004,Salmon Varity Set S(หน่วย),200,0,200,,,,
,,3. DES001,Rare Cheese Daifuku(หน่วย),39,0,39,,,,
,,4. DES002,Yuzu Daifuku(หน่วย),39,0,39,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00767,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00768,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00769,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),40,0,40,0,0,0,40
001 / สนามบินดอนเมือง,ABB-001-2602/00770,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00771,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00772,1. BEV008,Sprite (Can) 325ml.(หน่วย),30,0,30,0,0,0,30
001 / สนามบินดอนเมือง,ABB-001-2602/00773,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00774,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00775,1. MED006,Sushi Bento Varity Aburi Rolls Set(หน่วย),385,0,385,0,0,0,425
,,2. APP001,Chuka Wakame(หน่วย),40,0,40,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00776,1. BEV002,Asahi Beer (Can) 330 ml.(หน่วย),90,0,90,0,0,0,90
001 / สนามบินดอนเมือง,ABB-001-2602/00777,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,110
,,2. BEV002,Asahi Beer (Can) 330 ml.(หน่วย),90,0,90,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00778,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00779,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00780,1. DON011,Chirashi Don(หน่วย),310,0,310,0,0,0,310
001 / สนามบินดอนเมือง,ABB-001-2602/00781,1. MED005,Sushi Bento Super Rolls Set(หน่วย),310,0,310,0,0,0,310
001 / สนามบินดอนเมือง,ABB-001-2602/00782,1. MED005,Sushi Bento Super Rolls Set(หน่วย),310,0,310,0,0,0,330
,,2. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00783,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00784,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00785,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00786,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00787,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00788,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00789,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00790,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00791,1. DES003,Matcha Red Bean Daifuku(หน่วย),78,0,78,0,0,0,128
,,2. DES004,Dorayaki(หน่วย),50,0,50,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00792,1. DON004,Salmon Don(หน่วย),210,0,210,0,0,0,269
,,2. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,,,,
