สาขา,เลขที่เอกสาร,รหัสสินค้า,รายการขาย,ยอดรวม,ส่วนลดรายการ,ยอดสุทธิ,ส่วนลดโปรโมชั่น,ส่วนลดบัตรกำนัล,ส่วนลดท้ายบิล,ยอดบิลสุทธิ
001 / สนามบินดอนเมือง,ABB-001-2602/00165,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00166,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,22,0,29.7,168
001 / สนามบินดอนเมือง,ABB-001-2602/00167,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,0,0,0,259
,,2. DES003,Matcha Red Bean Daifuku(หน่วย),39,0,39,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00168,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00169,1. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,0,0,0,220
001 / สนามบินดอนเมือง,ABB-001-2602/00170,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00171,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00172,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00173,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00174,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00175,1. DON014,Negi Salmon Don(หน่วย),210,0,210,0,0,0,430
,,2. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00176,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),180,0,180,0,0,0,180
001 / สนามบินดอนเมือง,ABB-001-2602/00177,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00178,1. DES001,Rare Cheese Daifuku(หน่วย),78,0,78,0,0,0,78
001 / สนามบินดอนเมือง,ABB-001-2602/00179,1. MED003,Salmon Varity Set  M(หน่วย),385,0,385,0,0,0,1960
,,2. DON014,Negi Salmon Don(หน่วย),210,0,210,,,,
,,3. DON011,Chirashi Don(หน่วย),310,0,310,,,,
,,4. DON012,Tonkatsu Curry Don(หน่วย),265,0,265,,,,
,,5. MINI013,Salmon Tuna Ebiko Sandwich Sushi Bento(หน่วย),320,0,320,,,,
,,6. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,,,,
,,7. BEV006,ITOEN Unsweetened Green Tea (Bottle) 500 ml.(หน่วย),50,0,50,,,,
,,8. DON004,Salmon Don(หน่วย),210,0,210,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00180,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,0,0,0,220
001 / สนามบินดอนเมือง,ABB-001-2602/00181,1. DON005,Aburi Salmon Don(หน่วย),220,0,220,0,0,0,220
001 / สนามบินดอนเมือง,ABB-001-2602/00182,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,0,0,0,200
001 / สนามบินดอนเมือง,ABB-001-2602/00183,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00184,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00185,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00186,1. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,0,0,0,520
,,2. MINI012,Sushi Bento Aburi Set(หน่วย),275,0,275,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00187,1. MINI009,Sushi Bento Super Maki S(หน่วย),200,0,200,0,0,0,350
,,2. APP001,Chuka Wakame(หน่วย),40,0,40,,,,
,,3. APP005,Tako Wasabi(หน่วย),110,0,110,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00188,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),40,0,40,0,0,0,40
001 / สนามบินดอนเมือง,ABB-001-2602/00189,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00190,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00191,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00192,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,250
,,2. DON013,Torikatsu Curry Don(หน่วย),240,0,240,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00193,1. BEV004,Pepsi Max (Can) 325ml.(หน่วย),60,0,60,0,0,0,70
,,2. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00194,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,138
,,2. DES004,Dorayaki(หน่วย),50,0,50,,,,
,,3. DES002,Yuzu Daifuku(หน่วย),39,0,39,,,,
,,4. DES003,Matcha Red Bean Daifuku(หน่วย),39,0,39,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00195,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),420,0,420,0,0,0,420
001 / สนามบินดอนเมือง,ABB-001-2602/00196,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00197,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00198,1. DON004,Salmon Don(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00199,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00200,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00201,1. MINI013,Salmon Tuna Ebiko Sandwich Sushi Bento(หน่วย),320,0,320,0,0,0,570
,,2. DON015,Salmon Teriyaki Don(หน่วย),250,0,250,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00202,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00203,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,40
,,2. BEV003,Pepsi (Can) 325ml.(หน่วย),30,0,30,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00204,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),90,0,90,0,0,0,90
001 / สนามบินดอนเมือง,ABB-001-2602/00205,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00206,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,49
,,2. DES003,Matcha Red Bean Daifuku(หน่วย),39,0,39,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00207,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00208,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00209,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00210,1. BEV007,ITOEN Elegant Jasmine Green Tea (Bottle) 500 ml.(หน่วย),50,0,50,0,0,0,50
001 / สนามบินดอนเมือง,ABB-001-2602/00211,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00212,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00213,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00214,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00215,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00216,1. BEV008,Sprite (Can) 325ml.(หน่วย),30,0,30,0,0,0,80
,,2. BEV003,Pepsi (Can) 325ml.(หน่วย),30,0,30,,,,
,,3. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00217,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),30,0,30,0,0,0,30
001 / สนามบินดอนเมือง,ABB-001-2602/00218,1. DON004,Salmon Don(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00219,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00220,1. DON014,Negi Salmon Don(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00221,1. DON015,Salmon Teriyaki Don(หน่วย),250,0,250,0,0,0,250
001 / สนามบินดอนเมือง,ABB-001-2602/00222,1. DON003,Poke Bowl(หน่วย),275,0,275,0,0,0,275
001 / สนามบินดอนเมือง,ABB-001-2602/00223,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00224,1. DON002,Gyu Don(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00225,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00226,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00227,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00228,1. MINI014,Sushi Moriawase Set(หน่วย),440,0,440,0,0,0,440
001 / สนามบินดอนเมือง,ABB-001-2602/00229,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00230,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,480
,,2. BEV001,Singha Beer (Can) 320 ml.(หน่วย),270,0,270,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00231,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,220
,,2. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00232,1. BEV001,Singha Beer (Can) 320 ml.(หน่วย),180,0,180,0,0,0,400
,,2. APP003,Salmon Tataki(หน่วย),140,0,140,,,,
,,3. APP001,Chuka Wakame(หน่วย),80,0,80,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00233,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,240
,,2. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00234,1. DON014,Negi Salmon Don(หน่วย),210,0,210,0,0,0,260
,,2. BEV006,ITOEN Unsweetened Green Tea (Bottle) 500 ml.(หน่วย),50,0,50,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00235,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00236,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00237,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00238,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00239,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),420,0,420,0,0,294,126
001 / สนามบินดอนเมือง,ABB-001-2602/00240,1. MINI008,Sushi Bento  Veggie 2(หน่วย),165,0,165,0,0,115.5,50
001 / สนามบินดอนเมือง,ABB-001-2602/00241,1. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,0,0,308,132
,,2. DON005,Aburi Salmon Don(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00242,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,0,0,154,66
001 / สนามบินดอนเมือง,ABB-001-2602/00243,1. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,0,0,301,129
,,2. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00244,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,0,0,154,66
001 / สนามบินดอนเมือง,ABB-001-2602/00245,1. DON001,Oyakodon(หน่วย),140,0,140,0,0,259,111
,,2. MINI002,Salmon Aburi Sushi 7 pcs.(หน่วย),230,0,230,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00246,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,455,195
,,2. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),440,0,440,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00247,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,500.5,0,0,215
,,2. MINI012,Sushi Bento Aburi Set(หน่วย),275,0,275,,,,
,,3. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00248,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,472.5,0,0,203
,,2. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,,,,
,,3. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00249,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,346.5,0,0,149
,,2. MINI012,Sushi Bento Aburi Set(หน่วย),275,0,275,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00250,1. MINI011,Sushi Bento 2 Friends(หน่วย),735,0,735,668.5,0,0,287
,,2. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00251,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,0,0,262.5,113
,,2. DON006,Saba Teriyaki Don(หน่วย),155,0,155,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00252,1. DES002,Yuzu Daifuku(หน่วย),39,0,39,0,0,0,39
001 / สนามบินดอนเมือง,ABB-001-2602/00253,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,0,0,409.5,176
,,2. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,,,,
,,3. DON001,Oyakodon(หน่วย),140,0,140,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00254,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,434,0,0,186
,,2. MINI004,Salmon Varity Set S(หน่วย),400,0,400,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00255,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00256,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,644,0,0,276
,,2. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,,,,
,,3. MINI011,Sushi Bento 2 Friends(หน่วย),490,0,490,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00257,1. DES001,Rare Cheese Daifuku(หน่วย),39,0,39,0,0,0,39
001 / สนามบินดอนเมือง,ABB-001-2602/00258,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),440,0,440,308,0,0,132
001 / สนามบินดอนเมือง,ABB-001-2602/00259,1. MINI014,Sushi Moriawase Set(หน่วย),440,0,440,602,0,0,258
,,2. MINI004,Salmon Varity Set S(หน่วย),200,0,200,,,,
,,3. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00260,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,448,0,0,192
,,2. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),440,0,440,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00261,1. MED008,Sushi Bento Super Maki Set M(หน่วย),240,0,240,168,0,0,72
001 / สนามบินดอนเมือง,ABB-001-2602/00262,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),1540,0,1540,1078,0,0,462
001 / สนามบินดอนเมือง,ABB-001-2602/00263,1. MINI011,Sushi Bento 2 Friends(หน่วย),490,0,490,1106,0,0,474
,,2. MINI002,Salmon Aburi Sushi 7 pcs.(หน่วย),230,0,230,,,,
,,3. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,,,,
,,4. MINI004,Salmon Varity Set S(หน่วย),200,0,200,,,,
,,5. MINI014,Sushi Moriawase Set(หน่วย),440,0,440,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00264,1. DON011,Chirashi Don(หน่วย),310,0,310,0,0,906.5,389
,,2. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,,,,
,,3. MINI011,Sushi Bento 2 Friends(หน่วย),490,0,490,,,,
,,4. MINI003,Tuna Sushi 7 pcs.(หน่วย),275,0,275,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00265,1. MINI009,Sushi Bento Super Maki S(หน่วย),200,0,200,294,0,0,126
,,2. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00266,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,140,0,0,60
001 / สนามบินดอนเมือง,ABB-001-2602/00267,1. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,0,0,416.5,179
,,2. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,,,,
,,3. DON008,Tori Teriyaki Don(หน่วย),130,0,130,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00268,1. MINI012,Sushi Bento Aburi Set(หน่วย),275,0,275,192.5,0,0,83
001 / สนามบินดอนเมือง,ABB-001-2602/00269,1. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,325.5,0,0,140
,,2. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00270,1. APP003,Salmon Tataki(หน่วย),140,0,140,325.5,0,0,280
,,2. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,,,,
,,3. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00271,1. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,322,0,0,138
,,2. MED008,Sushi Bento Super Maki Set M(หน่วย),240,0,240,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00272,1. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,325.5,0,0,140
,,2. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00273,1. MINI011,Sushi Bento 2 Friends(หน่วย),490,0,490,343,0,0,147
001 / สนามบินดอนเมือง,ABB-001-2602/00274,1. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,171.5,0,0,74
001 / สนามบินดอนเมือง,ABB-001-2602/00275,1. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,525,0,0,225
,,2. MINI012,Sushi Bento Aburi Set(หน่วย),275,0,275,,,,
,,3. MINI002,Salmon Aburi Sushi 7 pcs.(หน่วย),230,0,230,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00276,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,311.5,0,0,134
,,2. MINI011,Sushi Bento 2 Friends(หน่วย),245,0,245,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00277,1. MINI004,Salmon Varity Set S(หน่วย),400,0,400,434,0,0,186
,,2. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00278,1. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,154,0,0,66
001 / สนามบินดอนเมือง,ABB-001-2602/00279,1. MINI012,Sushi Bento Aburi Set(หน่วย),275,0,275,192.5,0,0,83
001 / สนามบินดอนเมือง,ABB-001-2602/00280,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00281,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),440,0,440,308,0,0,132
001 / สนามบินดอนเมือง,ABB-001-2602/00282,1. MINI010,Sushi Bento Salmon 2 Tone(หน่วย),220,0,220,346.5,0,0,149
,,2. MINI012,Sushi Bento Aburi Set(หน่วย),275,0,275,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00283,1. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,486.5,0,0,209
,,2. MINI004,Salmon Varity Set S(หน่วย),200,0,200,,,,
,,3. MINI012,Sushi Bento Aburi Set(หน่วย),275,0,275,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00284,1. MINI012,Sushi Bento Aburi Set(หน่วย),550,0,550,507.5,0,0,218
,,2. MINI007,Sushi Bento Veggie 1(หน่วย),175,0,175,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00285,1. DON008,Tori Teriyaki Don(หน่วย),260,0,260,0,0,511,219
,,2. MED008,Sushi Bento Super Maki Set M(หน่วย),240,0,240,,,,
,,3. MINI002,Salmon Aburi Sushi 7 pcs.(หน่วย),230,0,230,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00286,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,332.5,0,0,143
,,2. MINI005,Tuna Varity Set S(หน่วย),275,0,275,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00287,1. DES003,Matcha Red Bean Daifuku(หน่วย),39,0,39,0,0,0,39
001 / สนามบินดอนเมือง,ABB-001-2602/00288,1. MED004,Sushi Bento Sashimi Varity(หน่วย),420,0,420,574,0,0,246
,,2. MINI004,Salmon Varity Set S(หน่วย),400,0,400,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00289,1. MED004,Sushi Bento Sashimi Varity(หน่วย),420,0,420,294,0,0,126
001 / สนามบินดอนเมือง,ABB-001-2602/00290,1. MINI002,Salmon Aburi Sushi 7 pcs.(หน่วย),230,0,230,455,0,0,195
,,2. MED002,Sushi Bento Medium Set 2(หน่วย),420,0,420,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00291,1. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,154,0,0,66
001 / สนามบินดอนเมือง,ABB-001-2602/00292,1. MINI014,Sushi Moriawase Set(หน่วย),220,0,220,315,0,0,135
,,2. MINI002,Salmon Aburi Sushi 7 pcs.(หน่วย),230,0,230,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00293,1. MED004,Sushi Bento Sashimi Varity(หน่วย),1260,0,1260,882,0,0,378
001 / สนามบินดอนเมือง,ABB-001-2602/00294,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,140,0,0,60
001 / สนามบินดอนเมือง,ABB-001-2602/00295,1. MINI012,Sushi Bento Aburi Set(หน่วย),550,0,550,385,0,0,165
001 / สนามบินดอนเมือง,ABB-001-2602/00296,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),40,0,40,0,0,0,40
001 / สนามบินดอนเมือง,ABB-001-2602/00297,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,140,0,0,60
001 / สนามบินดอนเมือง,ABB-001-2602/00298,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,140,0,0,60
001 / สนามบินดอนเมือง,ABB-001-2602/00299,1. MINI002,Salmon Aburi Sushi 7 pcs.(หน่วย),230,0,230,161,0,0,69
001 / สนามบินดอนเมือง,ABB-001-2602/00300,1. MINI002,Salmon Aburi Sushi 7 pcs.(หน่วย),230,0,230,0,0,378,162
,,2. MED007,Sushi Bento Mori Set(หน่วย),310,0,310,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00301,1. MED003,Salmon Varity Set  M(หน่วย),385,0,385,0,0,269.5,116
001 / สนามบินดอนเมือง,ABB-001-2602/00302,1. MINI004,Salmon Varity Set S(หน่วย),200,0,200,0,0,140,60
001 / สนามบินดอนเมือง,ABB-001-2602/00303,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,20
001 / สนามบินดอนเมือง,ABB-001-2602/00304,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00305,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00306,1. MINI001,Salmon Sushi 7 pcs.(หน่วย),210,0,210,0,0,0,210
001 / สนามบินดอนเมือง,ABB-001-2602/00307,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00308,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),20,0,20,0,0,0,220
,,2. MINI004,Salmon Varity Set S(หน่วย),200,0,200,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00309,1. MINI005,Tuna Varity Set S(หน่วย),275,0,275,0,0,0,285
,,2. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,,,,
001 / สนามบินดอนเมือง,ABB-001-2602/00310,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00311,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
001 / สนามบินดอนเมือง,ABB-001-2602/00312,1. BEV005,Namthip Drinking Water (Bottle) 550 ml.(หน่วย),10,0,10,0,0,0,10
